Title,BibTex,DOI,Authors,Year,Fields,Link
Towards a Bayesian-Neural-Networks Framework for Scaling Posterior Distributions over Different-Curation Datasets,"@Article{Baldo2022TowardsAB,
 author = {Alessandro Baldo and A. Cuzzocrea and Edoardo Fadda},
 journal = {Proceedings of the 2022 6th International Conference on Cloud and Big Data Computing},
 title = {Towards a Bayesian-Neural-Networks Framework for Scaling Posterior Distributions over Different-Curation Datasets},
 year = {2022}
}
",10.1155/2022/6278854,"['Alessandro Baldo', 'A. Cuzzocrea', 'Edoardo Fadda']",2022.0,Computer Science,https://www.semanticscholar.org/paper/39433e6c17ff3060bca83bfe44934edf8711dc50
Thy‐Wise: An interpretable machine learning model for the evaluation of thyroid nodules,"@Article{Jin2022ThyWiseAI,
 author = {Zhe Jin and Shu-fang Pei and Lizhu Ouyang and Lu Zhang and X. Mo and Qiuying Chen and Jingjing You and Luyan Chen and Bin Zhang and Shuixing Zhang},
 journal = {International Journal of Cancer},
 pages = {2229 - 2243},
 title = {Thy‐Wise: An interpretable machine learning model for the evaluation of thyroid nodules},
 volume = {151},
 year = {2022}
}
",10.1145/3555962.3555974,"['Zhe Jin', 'Shu-fang Pei', 'Lizhu Ouyang', 'Lu Zhang', 'X. Mo', 'Qiuying Chen', 'Jingjing You', 'Luyan Chen', 'Bin Zhang', 'Shuixing Zhang']",2022.0,Medicine,https://www.semanticscholar.org/paper/0e8d242a5836b6e63cb2a05e387df199dc3f594a
"Ethical, Legal, and Financial Considerations of Artificial Intelligence in Surgery","@Article{Morris2022EthicalLA,
 author = {Miranda X. Morris and Ethan Y Song and Aashish Rajesh and M. Asaad and Brett T. Phillips},
 journal = {The American Surgeon},
 pages = {55 - 60},
 title = {Ethical, Legal, and Financial Considerations of Artificial Intelligence in Surgery},
 volume = {89},
 year = {2022}
}
",10.1002/ijc.34248,"['Miranda X. Morris', 'Ethan Y Song', 'Aashish Rajesh', 'M. Asaad', 'Brett T. Phillips']",2022.0,Medicine,https://www.semanticscholar.org/paper/8392006e1cd2057b38481ebed66e32d67d9d3a8a
Scoping review of the current landscape of AI-based applications in clinical trials,"@Article{Cascini2022ScopingRO,
 author = {F. Cascini and F. Beccia and F. Causio and A. Melnyk and A. Zaino and W. Ricciardi},
 journal = {Frontiers in Public Health},
 title = {Scoping review of the current landscape of AI-based applications in clinical trials},
 volume = {10},
 year = {2022}
}
",10.1177/00031348221117042,"['F. Cascini', 'F. Beccia', 'F. Causio', 'A. Melnyk', 'A. Zaino', 'W. Ricciardi']",2022.0,Medicine,https://www.semanticscholar.org/paper/03139e84a1bfe9e280d452f199db95a5d73028cd
Identification of subgroups and development of prognostic risk models along the glycolysis-cholesterol synthesis axis in lung adenocarcinoma,"@Article{Qian2022IdentificationOS,
 author = {Bao Qian and Yangjie Guo and Jiuzhou Jiang},
 journal = {bioRxiv},
 title = {Identification of subgroups and development of prognostic risk models along the glycolysis-cholesterol synthesis axis in lung adenocarcinoma},
 year = {2022}
}
",10.3389/fpubh.2022.949377,"['Bao Qian', 'Yangjie Guo', 'Jiuzhou Jiang']",2022.0,Biology,https://www.semanticscholar.org/paper/5aa47b1a53523d95e1e3f7d649fcd3c1f1cdc55d
Development and Validation of a Machine Learning-Based Nomogram for Prediction of Ankylosing Spondylitis,"@Article{Zhu2022DevelopmentAV,
 author = {Jichong Zhu and Qing Lu and Tuo Liang and JieJiang and Hao Li and Chenxing Zhou and Shaofeng Wu and Tianyou Chen and Jiarui Chen and Guobing Deng and Yuanlin Yao and Shian Liao and Chaojie Yu and Shengsheng Huang and Xuhua Sun and Liyi Chen and Wenkang Chen and Zhen Ye and Hao Guo and Wuhua Chen and Wenyong Jiang and Binguang Fan and Xiang Tao and Xinli Zhan and Chong Liu},
 journal = {Rheumatology and Therapy},
 pages = {1377 - 1397},
 title = {Development and Validation of a Machine Learning-Based Nomogram for Prediction of Ankylosing Spondylitis},
 volume = {9},
 year = {2022}
}
",10.1101/2022.08.07.503114,"['Jichong Zhu', 'Qing Lu', 'Tuo Liang', 'JieJiang', 'Hao Li', 'Chenxing Zhou', 'Shaofeng Wu', 'Tianyou Chen', 'Jiarui Chen', 'Guobing Deng', 'Yuanlin Yao', 'Shian Liao', 'Chaojie Yu', 'Shengsheng Huang', 'Xuhua Sun', 'Liyi Chen', 'Wenkang Chen', 'Zhen Ye', 'Hao Guo', 'Wuhua Chen', 'Wenyong Jiang', 'Binguang Fan', 'Xiang Tao', 'Xinli Zhan', 'Chong Liu']",2022.0,Medicine,https://www.semanticscholar.org/paper/3619c32ce9a654a73d20014238068fab1273599e
Editorial: Pharmacotherapy and evidence based medicine.,"@Article{Paoletti2022EditorialPA,
 author = {G. Paoletti},
 journal = {Current opinion in allergy and clinical immunology},
 pages = {
          257-258
        },
 title = {Editorial: Pharmacotherapy and evidence based medicine.},
 volume = {22 4},
 year = {2022}
}
",10.1007/s40744-022-00481-6,['G. Paoletti'],2022.0,Medicine,https://www.semanticscholar.org/paper/52bc255fb3f93a4532edc399a5c02a33679739c4
Combining machine learning with radiomics features in predicting outcomes after mechanical thrombectomy in patients with acute ischemic stroke,"@Article{Li2022CombiningML,
 author = {Yan Li and Yong Liu and Zhen Hong and Ying Wang and Xiu-ying Lu},
 journal = {Computer methods and programs in biomedicine},
 pages = {
          107093
        },
 title = {Combining machine learning with radiomics features in predicting outcomes after mechanical thrombectomy in patients with acute ischemic stroke},
 volume = {225},
 year = {2022}
}
",10.1097/ACI.0000000000000831,"['Yan Li', 'Yong Liu', 'Zhen Hong', 'Ying Wang', 'Xiu-ying Lu']",2022.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/8031801914ee3c29b0ebe152cc1d1618f3f08196
Machine Learning for Endometrial Cancer Prediction and Prognostication,"@Article{Bhardwaj2022MachineLF,
 author = {Vipul Bhardwaj and Arundhiti Sharma and S. V. Parambath and I. Gul and Xi Zhang and P. Lobie and Peiwu Qin and V. Pandey},
 journal = {Frontiers in Oncology},
 title = {Machine Learning for Endometrial Cancer Prediction and Prognostication},
 volume = {12},
 year = {2022}
}
",10.1016/j.cmpb.2022.107093,"['Vipul Bhardwaj', 'Arundhiti Sharma', 'S. V. Parambath', 'I. Gul', 'Xi Zhang', 'P. Lobie', 'Peiwu Qin', 'V. Pandey']",2022.0,Medicine,https://www.semanticscholar.org/paper/7742d33c77bea35e2e6a01fa63001cf34293d3f4
Construction of a new automatic grading system for jaw bone mineral density level based on deep learning using cone beam computed tomography,"@Article{Xiao2022ConstructionOA,
 author = {Yanju Xiao and Qihui Liang and Lin Zhou and Xuezhi He and Lingfeng Lv and Jiang Chen and Su Endian and Guo Jianbin and Dong Wu and Lin Lin},
 journal = {Scientific Reports},
 title = {Construction of a new automatic grading system for jaw bone mineral density level based on deep learning using cone beam computed tomography},
 volume = {12},
 year = {2022}
}
",10.3389/fonc.2022.852746,"['Yanju Xiao', 'Qihui Liang', 'Lin Zhou', 'Xuezhi He', 'Lingfeng Lv', 'Jiang Chen', 'Su Endian', 'Guo Jianbin', 'Dong Wu', 'Lin Lin']",2022.0,Medicine,https://www.semanticscholar.org/paper/0f23c7697634317dabf1dc60b8f52298ed17211b
"Incidence, Risk Factors, and Effect on Allograft Survival of Glomerulonephritis Post-transplantation in a United Kingdom Population: Cohort Study","@Article{Aguiar2022IncidenceRF,
 author = {R. Aguiar and E. Bourmpaki and C. Bunce and B. Coker and Florence Delaney and L. de Jongh and Giovani Oliveira and A. Weir and Finola Higgins and Anastasia Spiridou and Syed Hasan and Jonathan Smith and A. Mulla and B. Glampson and L. Mercuri and R. Montero and M. Hernandez-Fuentes and C. Roufosse and N. Simmonds and M. Clatworthy and A. Mclean and R. Ploeg and J. Davies and K. Várnai and K. Woods and Graham M Lord and Rishi Pruthi and C. Breen and P. Chowdhury},
 journal = {Frontiers in Nephrology},
 title = {Incidence, Risk Factors, and Effect on Allograft Survival of Glomerulonephritis Post-transplantation in a United Kingdom Population: Cohort Study},
 volume = {2},
 year = {2022}
}
",10.1038/s41598-022-16074-w,"['R. Aguiar', 'E. Bourmpaki', 'C. Bunce', 'B. Coker', 'Florence Delaney', 'L. de Jongh', 'Giovani Oliveira', 'A. Weir', 'Finola Higgins', 'Anastasia Spiridou', 'Syed Hasan', 'Jonathan Smith', 'A. Mulla', 'B. Glampson', 'L. Mercuri', 'R. Montero', 'M. Hernandez-Fuentes', 'C. Roufosse', 'N. Simmonds', 'M. Clatworthy', 'A. Mclean', 'R. Ploeg', 'J. Davies', 'K. Várnai', 'K. Woods', 'Graham M Lord', 'Rishi Pruthi', 'C. Breen', 'P. Chowdhury']",2022.0,Medicine,https://www.semanticscholar.org/paper/37ea38a12f120123702bba5f1c06e06f544bb55d
Severe asthma and personalized approach in the choice of biologic,"@Article{Bona2022SevereAA,
 author = {D. Di Bona and Federico Spataro and Palma Carlucci and G. Paoletti and G. Canonica},
 journal = {Current Opinion in Allergy and Clinical Immunology},
 pages = {268 - 275},
 title = {Severe asthma and personalized approach in the choice of biologic},
 volume = {22},
 year = {2022}
}
",10.3389/fneph.2022.923813,"['D. Di Bona', 'Federico Spataro', 'Palma Carlucci', 'G. Paoletti', 'G. Canonica']",2022.0,Medicine,https://www.semanticscholar.org/paper/b6757031ab0d8ff26f85c426e8ff0bcd068a5665
Deep enriched salp swarm optimization based bidirectional -long short term memory model for healthcare monitoring system in big data,"@Article{Dhand2022DeepES,
 author = {Geetika Dhand and Kavita Sheoran and Parul Agarwal and S. Biswas},
 journal = {Informatics in Medicine Unlocked},
 title = {Deep enriched salp swarm optimization based bidirectional -long short term memory model for healthcare monitoring system in big data},
 year = {2022}
}
",10.1097/ACI.0000000000000829,"['Geetika Dhand', 'Kavita Sheoran', 'Parul Agarwal', 'S. Biswas']",2022.0,,https://www.semanticscholar.org/paper/cfd360cde92883c280097e573ab8bb641ad16273
An Integrated System of Drug Matching and Abnormal Approval Number Correction,"@Article{Dong2022AnIS,
 author = {Chenxi Dong and Junchang Zhang and Dalue Lin and Qingpeng Zhang and Zhichao Yan and Yuechun Yu and Cao Kang and Bin Hu},
 journal = {ArXiv},
 title = {An Integrated System of Drug Matching and Abnormal Approval Number Correction},
 volume = {abs/2207.01543},
 year = {2022}
}
",10.1016/j.imu.2022.101010,"['Chenxi Dong', 'Junchang Zhang', 'Dalue Lin', 'Qingpeng Zhang', 'Zhichao Yan', 'Yuechun Yu', 'Cao Kang', 'Bin Hu']",2022.0,Computer Science,https://www.semanticscholar.org/paper/2bbab96ed37ea8d2da51d4d1dfc0d03ccfe29478
Utilizing Community Level Factors to Improve Prediction of Out of Hospital Cardiac Arrest Outcome using Machine Learning.,"@Article{Harford2022UtilizingCL,
 author = {Samuel Harford and H. Darabi and S. Heinert and Joseph M. Weber and T. Campbell and P. Kotini‐Shah and Eddie Markul and Katie L. Tataris and T. V. Vanden Hoek and Marina del Rios},
 journal = {Resuscitation},
 title = {Utilizing Community Level Factors to Improve Prediction of Out of Hospital Cardiac Arrest Outcome using Machine Learning.},
 year = {2022}
}
",10.48550/arXiv.2207.01543,"['Samuel Harford', 'H. Darabi', 'S. Heinert', 'Joseph M. Weber', 'T. Campbell', 'P. Kotini‐Shah', 'Eddie Markul', 'Katie L. Tataris', 'T. V. Vanden Hoek', 'Marina del Rios']",2022.0,Medicine,https://www.semanticscholar.org/paper/9b1763f8fe9fee9c9582a8b4f01bac0cf34592d2
Forecasting COVID-19 Epidemic Trends by Combining a Neural Network with Rt Estimation,"@Article{Cinaglia2022ForecastingCE,
 author = {Pietro Cinaglia and M. Cannataro},
 journal = {Entropy},
 title = {Forecasting COVID-19 Epidemic Trends by Combining a Neural Network with Rt Estimation},
 volume = {24},
 year = {2022}
}
",10.1016/j.resuscitation.2022.07.006,"['Pietro Cinaglia', 'M. Cannataro']",2022.0,Medicine,https://www.semanticscholar.org/paper/5f61af450c0f889bcda947522d1a7556699d99e8
Physicians' Perceptions and Expectations of an Artificial Intelligence-Based Clinical Decision Support System in Cancer Care in an Underserved Setting,"@Article{Rizvi2022PhysiciansPA,
 author = {Rubina F. Rizvi and S. Emani and H. L. Rocha and Camila M. de Aquino and Pamela M. Garabedian and A. Rui and Carlos André Moura Arruda and Megan Sands-Lincoln and R. Rozenblum and W. Felix and G. Jackson and S. Juaçaba and D. Bates},
 journal = {ACI Open},
 title = {Physicians' Perceptions and Expectations of an Artificial Intelligence-Based Clinical Decision Support System in Cancer Care in an Underserved Setting},
 year = {2022}
}
",10.3390/e24070929,"['Rubina F. Rizvi', 'S. Emani', 'H. L. Rocha', 'Camila M. de Aquino', 'Pamela M. Garabedian', 'A. Rui', 'Carlos André Moura Arruda', 'Megan Sands-Lincoln', 'R. Rozenblum', 'W. Felix', 'G. Jackson', 'S. Juaçaba', 'D. Bates']",2022.0,,https://www.semanticscholar.org/paper/04e5dee24829b7663a5ad2b90e80474670775241
Performance of artificial intelligence for biventricular cardiovascular magnetic resonance volumetric analysis in the clinical setting,"@Article{Hatipoglu2022PerformanceOA,
 author = {S. Hatipoglu and R. Mohiaddin and P. Gatehouse and F. Alpendurada and A. Baksi and C. Izgi and S. Prasad and D. Pennell and S. Krupickova},
 journal = {The International Journal of Cardiovascular Imaging},
 pages = {2413 - 2424},
 title = {Performance of artificial intelligence for biventricular cardiovascular magnetic resonance volumetric analysis in the clinical setting},
 volume = {38},
 year = {2022}
}
",10.1055/s-0042-1751088,"['S. Hatipoglu', 'R. Mohiaddin', 'P. Gatehouse', 'F. Alpendurada', 'A. Baksi', 'C. Izgi', 'S. Prasad', 'D. Pennell', 'S. Krupickova']",2022.0,Medicine,https://www.semanticscholar.org/paper/fa8d6f0bee2d308aee11d58c783c0fa9eddbda65
Toward Predicting Patient’s Satisfaction of Indoor Environmental Quality in Jordanian Hospitals using SVM and K-NN Machine Learning Algorithms,"@Article{Wedyan2022TowardPP,
 author = {Musab Wedyan and Hikemt Ali and Malak Abdullah},
 journal = {2022 13th International Conference on Information and Communication Systems (ICICS)},
 pages = {239-245},
 title = {Toward Predicting Patient’s Satisfaction of Indoor Environmental Quality in Jordanian Hospitals using SVM and K-NN Machine Learning Algorithms},
 year = {2022}
}
",10.1007/s10554-022-02649-1,"['Musab Wedyan', 'Hikemt Ali', 'Malak Abdullah']",2022.0,,https://www.semanticscholar.org/paper/6ef20f2ece59e282e7e30dd72dc87fdb1fb81d77
Artificial Intelligence in Bariatric Surgery: Current Status and Future Perspectives,"@Article{Bektaş2022ArtificialII,
 author = {M. Bektaş and B. M. Reiber and Jaime Costa Pereira and G. Burchell and D. L. van der Peet},
 journal = {Obesity Surgery},
 pages = {2772 - 2783},
 title = {Artificial Intelligence in Bariatric Surgery: Current Status and Future Perspectives},
 volume = {32},
 year = {2022}
}
",10.1109/ICICS55353.2022.9811234,"['M. Bektaş', 'B. M. Reiber', 'Jaime Costa Pereira', 'G. Burchell', 'D. L. van der Peet']",2022.0,Medicine,https://www.semanticscholar.org/paper/adf990d213e445b9b4982e9bb9e9e9155b3182fc
Quantitative Data Integration Analysis Method for Cross-Studies: Obstructive Sleep Apnea as an Example,"@Article{Zhou2022QuantitativeDI,
 author = {Rong Zhou and Shengrong Zhou and Qiguang Xia and Tiejun Zhang and Guoqing Zhang},
 journal = {Computational and Mathematical Methods in Medicine},
 title = {Quantitative Data Integration Analysis Method for Cross-Studies: Obstructive Sleep Apnea as an Example},
 volume = {2022},
 year = {2022}
}
",10.1007/s11695-022-06146-1,"['Rong Zhou', 'Shengrong Zhou', 'Qiguang Xia', 'Tiejun Zhang', 'Guoqing Zhang']",2022.0,Medicine,https://www.semanticscholar.org/paper/0c517cad5f2cece74c7ee357dc5cd85516ca33d9
Risk Prediction of E-Payment by Big Data Management Technology,"@Article{Liu2022RiskPO,
 author = {Fei Liu},
 journal = {Mathematical Problems in Engineering},
 title = {Risk Prediction of E-Payment by Big Data Management Technology},
 year = {2022}
}
",10.1155/2022/1977446,['Fei Liu'],2022.0,,https://www.semanticscholar.org/paper/ebb076d53612df85dd2a6fdb4cd1d5ea9142bb18
Machine learning algorithms on eye tracking trajectories to classify patients with spatial neglect,"@Article{Franceschiello2022MachineLA,
 author = {B. Franceschiello and Tommaso Di Noto and A. Bourgeois and M. Murray and Astrid Minier and P. Pouget and J. Richiardi and P. Bartolomeo and F. Anselmi},
 journal = {Computer methods and programs in biomedicine},
 pages = {
          106929
        },
 title = {Machine learning algorithms on eye tracking trajectories to classify patients with spatial neglect},
 volume = {221},
 year = {2022}
}
",10.1155/2022/6815255,"['B. Franceschiello', 'Tommaso Di Noto', 'A. Bourgeois', 'M. Murray', 'Astrid Minier', 'P. Pouget', 'J. Richiardi', 'P. Bartolomeo', 'F. Anselmi']",2022.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/d96bb67b9bf179cfcc237ccef5a70edaab6844a3
Patient-centered outcomes for gastrointestinal cancer care: a scoping review protocol,"@Article{Yang2022PatientcenteredOF,
 author = {Joanna Yang and Tori Barabash and Luckshi Rajendran and A. Mahar and A. Hsu and P. James and L. Gotlib Conn and F. Wright and Claire Ludwig and Ekaterina Kosyachkova and Julie M. Deleemans and N. Coburn and J. Hallet},
 journal = {BMJ Open},
 title = {Patient-centered outcomes for gastrointestinal cancer care: a scoping review protocol},
 volume = {12},
 year = {2022}
}
",10.1016/j.cmpb.2022.106929,"['Joanna Yang', 'Tori Barabash', 'Luckshi Rajendran', 'A. Mahar', 'A. Hsu', 'P. James', 'L. Gotlib Conn', 'F. Wright', 'Claire Ludwig', 'Ekaterina Kosyachkova', 'Julie M. Deleemans', 'N. Coburn', 'J. Hallet']",2022.0,Medicine,https://www.semanticscholar.org/paper/c73cdad58e52f24a00474eaade418f0c59276746
Classification of acute myeloid leukemia M1 and M2 subtypes using machine learning,"@Article{Liu2022ClassificationOA,
 author = {Ke Liu and Jie Hu},
 journal = {Computers in biology and medicine},
 pages = {
          105741
        },
 title = {Classification of acute myeloid leukemia M1 and M2 subtypes using machine learning},
 volume = {147},
 year = {2022}
}
",10.1136/bmjopen-2022-061309,"['Ke Liu', 'Jie Hu']",2022.0,"Medicine, Computer Science",https://www.semanticscholar.org/paper/5a36b2450cea47be301a283bd2628b95c7839cd5
